SOURCETYPE,DISIPLINE,MASTER_REF,UNIT,AREA,ISO,ITR,IDENT_CODE,GROUP,PART,TAG_NUMBER,SIZE1,SIZE2,SIZE3,SIZE4,SHORT_DESC,DESCRIPTION,QTY,UNIT,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-WDW-AP11-0306-07,TAG WO MS,,PJ,EL,E90BP00DB0C0-300,300,,,,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,6,EA,
ISO,P,SITE,2000310,PP5120P20,MD-512-09MA-ISO-ASC-AQ14-0008-02,TAG WO MS,,PJ,EL,E90BQ00D20B0-150,150,,,,E90BQ00D20B0,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,6,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-RAF-AS03-0101-10,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,2,EA,
ISO,P,SITE,2000310,PP5120P21,MD-512-09MA-ISO-RAF-AS03-0101-17,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-RAF-AS03-0101-13,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-RAF-AS03-0101-11,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,4,EA,
ISO,P,SITE,2000310,PP5120P21,MD-512-09MA-ISO-RAF-AS03-0101-16,TAG WO MS,,PJ,EL,E90BQ00D60C0-100,100,,,,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,2,EA,
ISO,P,SITE,2000310,PP5120P34,MD-512-09MA-ISO-NAG-AA07-0510-10,TAG WO MS,,PF,FP,FLBL0AAA1000-200,200,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P25,MD-512-09MA-ISO-DFL-AA06-0506-04,TAG WO MS,,PF,FP,FLBL0AAA1000-25,25,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P26,MD-512-09MA-ISO-SCL-AA06-0301-09,TAG WO MS,,PF,FP,FLBL0AAA1000-40,40,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-SCL-AA06-0301-13,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-SCL-AA06-0301-13,TAG WO MS,,PF,FP,FLBL0AAA1000-40,40,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P24,MD-512-09MA-ISO-DFL-AA06-0506-08,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2420301,PP5120P128,MD-512-09MA-ISO-DFL-AA06-0506-02,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P25,MD-512-09MA-ISO-DFL-AA06-0506-04,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-DFL-AA06-0506-16,TAG WO MS,,PF,FP,FLBL0AAA1000-25,25,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P26,MD-512-09MA-ISO-SCL-AA06-0301-09,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P27,MD-512-09MA-ISO-SCL-AA06-0301-11,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2420301,PP5120P128,MD-512-09MA-ISO-DFL-AA06-0506-02,TAG WO MS,,PF,FP,FLBL0AAA1000-25,25,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-DFL-AA06-0506-21,TAG WO MS,,PF,FP,FLBL0AAA1000-25,25,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2420301,PP5120P128,MD-512-09MA-ISO-SLP-AA06-0212-13,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P23,MD-512-09MA-ISO-DFL-AA06-0506-16,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,2000310,PP5120P22,MD-512-09MA-ISO-DFL-AA06-0506-21,TAG WO MS,,PF,FP,FLBL0AAA1000-20,20,,,,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
