PROJECT,DESCIPLINE,MASTER_REF,SOURCE_TYPE,UNIT,AREA,ISODRAWINGS,PIPINGCLASS,TOT_QTY,QTY_UOM,COMMODITYCODE,COMPLETE_FLAG,ISO_REV,DRAWING_TYPE,REVISION_DATE,GCP_NOM_DIAM,SIZE1_UOM,RCP_NOM_DIAM,SIZE2_UOM,SPEC_OVERRIDE,WORKSITE,DESCRIPTION,RECORD_TYPE,MODEL_CODE,ISODRAWINGSATTR1
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0005ASC09,AQ14_J,6,EA,E90BQ00D20B0,0,C01,D,4/17/2015,200,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,COMP,E90LR,209MA0005ASC09
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA0006ASC18,AQ14_J,36,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0006ASC18
NL006945,P,SITE,ISO,09MA,PP5120P19,209MA0006ASC21,AQ14_J,2,EA,E90BQ00D20B0,0,C01,D,4/17/2015,200,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,COMP,E90LR,209MA0006ASC21
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA0005ASC16,AQ14_J,34,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0005ASC16
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA0005ASC18,AQ14_J,36,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0005ASC18
NL006945,P,SITE,ISO,09MA,PP5120P19,209MA0005ASC19,AQ14_J,37.6,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0005ASC19
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0006ASC06,AQ14_J,4,EA,E90BQ00D20B0,0,C01,D,4/17/2015,200,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,COMP,E90LR,209MA0006ASC06
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0006ASC12,AQ14_J,4,EA,E90BQ00D20B0,0,C01,D,4/17/2015,200,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,COMP,E90LR,209MA0006ASC12
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0005ASC04,AQ14_J,46.6,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0005ASC04
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0314SCL12,AA06_J,1,EA,FLWNLAAA1000,0,C01,D,4/17/2015,80,MM,,,1,S,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,COMP,FWN,209MA0314SCL12
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0322SCL28,AA06_J,1,EA,GKFR0A0Z3000,0,C01,D,4/17/2015,,MM,,,1,S,GASKET FLAT RING CL. 150 CNAF,GASK,,209MA0322SCL28
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0314SCL15,AA06_J,22.1,M,PIPEL00AA0C0,0,C01,D,4/17/2015,80,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,PIPE,209MA0314SCL15
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0322SCL15,AA06_J,1,EA,FLSW0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE SW CL. 150 RF A105,COMP,FSW,209MA0322SCL15
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0322SCL16,AA06_J,1,EA,PNPPM00AB0S0,0,C01,D,4/17/2015,20,MM,,,1,S,PIPE NIPPLE PBE L = 75 MM SCH.XS A106-GR.B,COMP,NIP,209MA0322SCL16
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0322SCL18,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0322SCL18
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0322SCL19,AA06_J,1,EA,BROS0H0A1000,0,C01,D,4/17/2015,50,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0322SCL19
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0322SCL20,AA06_J,30.5,M,PIPEL00AA0C0,0,C01,D,4/17/2015,50,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,FPIPE,209MA0322SCL20
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0322SCL23,AA06_J,33,M,PIPEL00AA0C0,0,C01,D,4/17/2015,50,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,FPIPE,209MA0322SCL23
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0322SCL25,AA06_J,22.5,M,PIPEL00AA0C0,0,C01,D,4/17/2015,50,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,FPIPE,209MA0322SCL25
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0314SCL07,AA06_J,1,EA,PNPPM00AB050,0,C01,D,4/17/2015,20,MM,,,1,S,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,COMP,NIP,209MA0314SCL07
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0314SCL08,AA06_J,45.3,M,PIPEL00AA0C0,0,C01,D,4/17/2015,80,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,PIPE,209MA0314SCL08
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0509NAG03,AA07_J,1,EA,BROBLL0A1000,0,C01,D,4/17/2015,400,MM,,,1,S,BRANCH OUTLET BW SCH.STD X SCH.STD A105,COMP,WOL,209MA0509NAG03
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0509NAG04,AA07_J,1,EA,FLWNLAAA1000,0,C01,D,4/17/2015,250,MM,,,1,S,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,COMP,FWN,209MA0509NAG04
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0510NAG04,AA07_J,41,M,PIPEL00AA0C0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,PIPE,209MA0510NAG04
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0715IAS02,AP10_J,8,EA,STBT000Y1000,0,C01,D,4/17/2015,,MM,,,1,S,"STUDBOLT WITH 2 NUTS A193-B7 / A194-2H, PTFE COATED",BOLT,,209MA0715IAS02
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0715IAS03,AP10_J,51.4,M,PIPEP00DB0C0,0,C01,D,4/17/2015,100,MM,,,1,S,PIPE WLD SCH.10S A312-TP304L,PIPE,PIPE,209MA0715IAS03
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0715IAS13,AP10_J,6,EA,E90BP00DB0C0,0,C01,D,4/17/2015,80,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,COMP,E90LR,209MA0715IAS13
NL006945,P,SITE,ISO,09MA,PP5120P25,209MA0715IAS15,AP10_J,51.4,M,PIPEP00DB0C0,0,C01,D,4/17/2015,50,MM,,,1,S,PIPE WLD SCH.10S A312-TP304L,PIPE,PIPE,209MA0715IAS15
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0506DFL21,AA06_J,2,EA,BROS0H0A1000,0,C01,D,4/17/2015,150,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0506DFL21
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0506DFL21,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0506DFL21
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0506DFL21,AA06_J,1,EA,FLSW0AAA1000,0,C01,D,4/17/2015,25,MM,,,1,S,FLANGE SW CL. 150 RF A105,COMP,FSW,209MA0506DFL21
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0506DFL21,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,25,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0506DFL21
NL006945,P,SITE,ISO,09MA,PP5120P35,209MA0201SLP09,AA06_J,1,EA,FLWNLAAA1000,0,C01,D,4/17/2015,600,MM,,,1,S,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,COMP,FWN,209MA0201SLP09
NL006945,P,SITE,ISO,09MA,PP5120P34,209MA0204SLP13,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,150,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0204SLP13
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0202SLP02,AA06_J,2,EA,E90BL00AB0C0,0,C01,D,4/17/2015,450,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.STD A234-WPB,COMP,E90LR,209MA0202SLP02
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0202SLP03,AA06_J,1,EA,FLSW0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE SW CL. 150 RF A105,COMP,FSW,209MA0202SLP03
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0202SLP03,AA06_J,4,EA,STBT000YA000,0,C01,D,4/17/2015,,MM,,,1,S,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,BOLT,,209MA0202SLP03
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP04,AA06_J,3,EA,E90BL00AB0C0,0,C01,D,4/17/2015,450,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.STD A234-WPB,COMP,E90LR,209MA0202SLP04
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP04,AA06_J,1,EA,BROS0H0A1000,0,C01,D,4/17/2015,450,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0202SLP04
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP04,AA06_J,1,EA,RECBLL0AB0C0,0,C01,D,4/17/2015,450,MM,,,1,S,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB,COMP,REDC,209MA0202SLP04
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP04,AA06_J,1,EA,RGAYXA,0,C01,D,4/17/2015,25,MM,,,1,S,"GATE VALVES,,F.S.ASTM A105 NORMALIZED,800#,OS&Y NON RISING HW.,API602. API598/MSS-SP-61,SW/THD",COMP,GATR,209MA0202SLP04
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP04,AA06_J,1,EA,PLHT000A1000,0,C01,D,4/17/2015,25,MM,,,1,S,PLUG HEX. HEAD THRD A105,COMP,PLUG,209MA0202SLP04
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP07,AA06_J,2,EA,BROS0H0A1000,0,C01,D,4/17/2015,250,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0202SLP07
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP07,AA06_J,1,EA,FLSW0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE SW CL. 150 RF A105,COMP,FSW,209MA0202SLP07
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0202SLP07,AA06_J,4,EA,STBT000YA000,0,C01,D,4/17/2015,,MM,,,1,S,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,BOLT,,209MA0202SLP07
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0202SLP08,AA06_J,0.4,M,PIPEL00AA0C0,0,C01,D,4/17/2015,250,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,FPIPE,209MA0202SLP08
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0202SLP09,AA06_J,2,EA,E45BL00AB0C0,0,C01,D,4/17/2015,450,MM,,,1,S,ELBOW 45 DEG. LR BW WLD SCH.STD A234-WPB,COMP,E45LR,209MA0202SLP09
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0202SLP09,AA06_J,4,EA,E90BL00AB0C0,0,C01,D,4/17/2015,450,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.STD A234-WPB,COMP,E90LR,209MA0202SLP09
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0204SLP01,AA06_J,1,EA,BROS0H0A1000,0,C01,D,4/17/2015,150,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0204SLP01
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0204SLP02,AA06_J,47,M,PIPEL00AA0C0,0,C01,D,4/17/2015,150,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,FPIPE,209MA0204SLP02
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0204SLP06,AA06_J,4,EA,STBT000YA000,0,C01,D,4/17/2015,,MM,,,1,S,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,BOLT,,209MA0204SLP06
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0204SLP08,AA06_J,1,EA,CAPBL00AB0B0,0,C01,D,4/17/2015,100,MM,,,1,S,CAP BW SMLS SCH.STD A234-WPB,COMP,CAPBV,209MA0204SLP08
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0204SLP08,AA06_J,1,EA,RGAYXA,0,C01,D,4/17/2015,25,MM,,,1,S,"GATE VALVES,,F.S.ASTM A105 NORMALIZED,800#,OS&Y NON RISING HW.,API602. API598/MSS-SP-61,SW/THD",COMP,GATR,209MA0204SLP08
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0201SLP05,AA06_J,1,EA,PNPPM00AB050,0,C01,D,4/17/2015,25,MM,,,1,S,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,COMP,NIP,209MA0201SLP05
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0201SLP06,AA06_J,1,EA,BROBLL0A1000,0,C01,D,4/17/2015,600,MM,,,1,S,BRANCH OUTLET BW SCH.STD X SCH.STD A105,COMP,WOL,209MA0201SLP06
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0201SLP07,AA06_J,1,EA,RPADLL0AA000,0,C01,D,4/17/2015,600,MM,,,1,S,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B,COMP,RPAD,209MA0201SLP07
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0201SLP07,AA06_J,1,EA,BROS0H0A1000,0,C01,D,4/17/2015,300,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0201SLP07
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0201SLP07,AA06_J,1,EA,PLHT000A1000,0,C01,D,4/17/2015,25,MM,,,1,S,PLUG HEX. HEAD THRD A105,COMP,PLUG,209MA0201SLP07
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0201SLP08,AA06_J,1,EA,RPADLL0AA000,0,C01,D,4/17/2015,600,MM,,,1,S,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B,COMP,RPAD,209MA0201SLP08
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0314SCL03,AA06_J,1,EA,PNPPM00AB050,0,C01,D,4/17/2015,20,MM,,,1,S,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,COMP,NIP,209MA0314SCL03
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0314SCL05,AA06_J,6,EA,E90BL00AB0B0,0,C01,D,4/17/2015,80,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,COMP,E90LR,209MA0314SCL05
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0314SCL05,AA06_J,2,EA,BROS0H0A1000,0,C01,D,4/17/2015,80,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0314SCL05
NL006945,P,SITE,ISO,09MA,PP5120P36,209MA1301CWS35,AA02_J,1,EA,BROS0H0A1000,0,C01,D,4/17/2015,300,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA1301CWS35
NL006945,P,SITE,ISO,09MA,PP5120P36,209MA1301CWS36,AA02_J,2,EA,E90S0H0A1000,0,C01,D,4/17/2015,40,MM,,,1,S,ELBOW 90 DEG. SW CL. 3000 A105,COMP,E90,209MA1301CWS36
NL006945,P,SITE,ISO,09MA,PP5120P35,209MA0707IAS01,AP10_J,4,EA,E90BP00DB0C0,0,C01,D,4/17/2015,100,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,COMP,E90LR,209MA0707IAS01
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0734IAS01,AP10_J,1,EA,E90BP00DB0C0,0,C01,D,4/17/2015,50,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,COMP,E90LR,209MA0734IAS01
NL006945,P,SITE,ISO,09MA,PP5120P25,209MA0502OFL01,AA06_J,27.4,M,PIPEL00AA0C0,0,C01,D,4/17/2015,100,MM,,,1,S,PIPE WLD SCH.STD A53-GR.B,PIPE,PIPE,209MA0502OFL01
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0722PAS01,AZ02_J,8,EA,STBT000Y2000,0,C01,D,4/17/2015,,MM,,,1,S,"STUDBOLT WITH 2 NUTS A193-B7 / A194-2H, GALVANISED",BOLT,,209MA0722PAS01
NL006945,P,SITE,ISO,09MA,PP5120P23,209MA0732PAS01,AZ02_J,2.6,M,PIPEM00AX0B0,0,C01,D,4/17/2015,25,MM,,,1,S,PIPE SMLS SCH.XS A106-GR.B GALV.,PIPE,PIPE,209MA0732PAS01
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0039RAF01,AS03_J,2,EA,E90BQ00D60C0,0,C01,D,4/17/2015,80,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,COMP,E90LR,209MA0039RAF01
NL006945,P,SITE,ISO,09MA,PP5120P35,209MA0304SCL04,AA06_J,1,EA,COUS0H0A1000,0,C01,D,4/17/2015,25,MM,,,1,S,COUPLING SW CL. 3000 A105,COMP,CPL,209MA0304SCL04
NL006945,P,SITE,ISO,09MA,PP5120P35,209MA0304SCL04,AA06_J,1,EA,RGAYXA,0,C01,D,4/17/2015,25,MM,,,1,S,"GATE VALVES,,A105,800#,O.S.R.S.&Y,B16.34/B16.10/API602/603,SW/THD",COMP,GATR,209MA0304SCL04
NL006945,P,SITE,ISO,09MA,PP5120P35,209MA0304SCL04,AA06_J,1,EA,PLHT000A1000,0,C01,D,4/17/2015,25,MM,,,1,S,PLUG HEX. HEAD THRD A105,COMP,PLUG,209MA0304SCL04
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA1301CWS23,AA02_J,1,EA,PLHT000A1000,0,C01,D,4/17/2015,40,MM,,,1,S,PLUG HEX. HEAD THRD A105,COMP,PLUG,209MA1301CWS23
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0007ASC07,AQ14_J,46.4,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0007ASC07
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA0012ASC04,AQ14_J,36,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0012ASC04
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0007ASC10,AQ14_J,51,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0007ASC10
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA0007ASC17,AQ14_J,41.6,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0007ASC17
NL006945,P,SITE,ISO,09MA,PP5120P19,209MA0007ASC21,AQ14_J,33.2,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0007ASC21
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0007ASC03,AQ14_J,2,EA,E90BQ00D20B0,0,C01,D,4/17/2015,200,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,COMP,E90LR,209MA0007ASC03
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0007ASC04,AQ14_J,46.6,M,PIPEQ00D10B0,0,C01,D,4/17/2015,200,MM,,,1,S,PIPE SMLS SCH.40S A312-TP316/316L,PIPE,PIPE,209MA0007ASC04
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0602WPD52,AP12_J,1,EA,TERBPP0DA0C0,0,C01,D,4/17/2015,150,MM,80,MM,1,S,TEE REDUCING BW WLD SCH.10S X SCH.10S A403-WP304,COMP,TRB,209MA0602WPD52
NL006945,P,SITE,ISO,09MA,PP5120P24,209MA0602WPD89,AP12_J,6,EA,E90BP00DA0C0,0,C01,D,4/17/2015,150,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304,COMP,E90LR,209MA0602WPD89
NL006945,P,SITE,ISO,09MA,PP5120P25,209MA0212SLP05,AA06_J,1,EA,PLHT000A1000,0,C01,D,4/17/2015,25,MM,,,1,S,PLUG HEX. HEAD THRD A105,COMP,PLUG,209MA0212SLP05
NL006945,P,SITE,ISO,09MA,PP5120P25,209MA0212SLP06,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0212SLP06
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0602WPD54,AP12_J,1,EA,PNPPQ00DA0S0,0,C01,D,4/17/2015,20,MM,,,1,S,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,COMP,NIP,209MA0602WPD54
NL006945,P,SITE,ISO,09MA,PP5120P25,209MA0212SLP06,AA06_J,1,EA,CAPBL00AB0B0,0,C01,D,4/17/2015,50,MM,,,1,S,CAP BW SMLS SCH.STD A234-WPB,COMP,CAPBV,209MA0212SLP06
NL006945,P,SITE,ISO,09MA,PP5120P25,209MA0212SLP07,AA06_J,4,EA,E90BL00AB0B0,0,C01,D,4/17/2015,50,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,COMP,E90LR,209MA0212SLP07
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP08,AA06_J,1,EA,RGAYXA,0,C01,D,4/17/2015,25,MM,,,1,S,"GATE VALVES,,A105,800#,O.S.R.S.&Y,B16.34/B16.10/API602/603,SW/THD",COMP,GATR,209MA0212SLP08
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP09,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0212SLP09
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0602WPD18,AP12_J,2,EA,FLSW0AADA000,0,C01,D,4/17/2015,25,MM,,,1,S,FLANGE SW CL. 150 RF A182-F304,COMP,FSW,209MA0602WPD18
NL006945,P,SITE,ISO,09MA,PP5120P26,209MA0602WPD18,AP12_J,12,EA,STBT000Y1000,0,C01,D,4/17/2015,,MM,,,1,S,"STUDBOLT WITH 2 NUTS A193-B7 / A194-2H, PTFE COATED",BOLT,,209MA0602WPD18
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP11,AA06_J,1,EA,PNPPM00AB050,0,C01,D,4/17/2015,25,MM,,,1,S,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,COMP,NIP,209MA0212SLP11
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP12,AA06_J,1,EA,RGAYXA,0,C01,D,4/17/2015,25,MM,,,1,S,"GATE VALVES,,A105,800#,O.S.R.S.&Y,B16.34/B16.10/API602/603,SW/THD",COMP,GATR,209MA0212SLP12
NL006945,P,SITE,ISO,09MA,PP5120P27,209MA0602WPD62,AP12_J,39.7,M,PIPEP00DA0C0,0,C01,D,4/17/2015,150,MM,,,1,S,PIPE WLD SCH.10S A312-TP304,PIPE,FPIPE,209MA0602WPD62
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP13,AA06_J,1,EA,BROS0H0A1000,0,C01,D,4/17/2015,50,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A105,COMP,SOL,209MA0212SLP13
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP13,AA06_J,1,EA,FLSW0AAA1000,0,C01,D,4/17/2015,20,MM,,,1,S,FLANGE SW CL. 150 RF A105,COMP,FSW,209MA0212SLP13
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP13,AA06_J,1,EA,GKFR0A0Z3000,0,C01,D,4/17/2015,,MM,,,1,S,GASKET FLAT RING CL. 150 CNAF,GASK,,209MA0212SLP13
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP13,AA06_J,2,EA,E90BL00AB0B0,0,C01,D,4/17/2015,50,MM,,,1,S,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,COMP,E90LR,209MA0212SLP13
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP14,AA06_J,1,EA,FLBL0AAA1000,0,C01,D,4/17/2015,50,MM,,,1,S,FLANGE BLIND CL. 150 RF A105,COMP,FBLD,209MA0212SLP14
NL006945,P,SITE,ISO,09MA,PP5120P21,209MA0602WPD21,AP12_J,1,EA,RGAZXT,0,C01,D,4/17/2015,25,MM,,,1,S,"GATE VALVES,,S.S. A182 GR.F304,800#,O.S.R.S.&Y,B16.34/B16.10/API602/603,SW",COMP,GATR,209MA0602WPD21
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0602WPD65,AP12_J,64.1,M,PIPEP00DA0C0,0,C01,D,4/17/2015,150,MM,,,1,S,PIPE WLD SCH.10S A312-TP304,PIPE,FPIPE,209MA0602WPD65
NL006945,P,SITE,ISO,09MA,PP5120P22,209MA0602WPD65,AP12_J,2,EA,BROS0H0DA000,0,C01,D,4/17/2015,150,MM,,,1,S,BRANCH OUTLET SW CL. 3000 A182-F304,COMP,SOL,209MA0602WPD65
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0215SLP01,AA06_J,3.2,M,PIPEM00AB0B0,0,C01,D,4/17/2015,25,MM,,,1,S,PIPE SMLS SCH.XS A106-GR.B,PIPE,FPIPE,209MA0215SLP01
NL006945,P,SITE,ISO,09MA,PP5120P54,209MA0212SLP14,AA06_J,1,EA,PLHT000A1000,0,C01,D,4/17/2015,25,MM,,,1,S,PLUG HEX. HEAD THRD A105,COMP,PLUG,209MA0212SLP14
NL006945,P,SITE,ISO,09MA,PP5120P20,209MA0602WPD26,AP12_J,6,EA,E90BP00DA0C0,0,C01,D,4/17/2015,150,MM,,,1,S,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304,COMP,E90LR,209MA0602WPD26
