PROJECT,DESCIPLINE,MASTER_REF,SOURCE_TYPE,UNIT,AREA,ISODRAWINGS,PIPINGCLASS,TOT_QTY,QTY_UOM,COMMODITYCODE,COMPLETE_FLAG,ISO_REV,DRAWING_TYPE,REVISION_DATE,GCP_NOM_DIAM,SIZE1_UOM,RCP_NOM_DIAM,SIZE2_UOM,SPEC_OVERRIDE,WORKSITE,DESCRIPTION,RECORD_TYPE,MODEL_CODE,ISODRAWINGSATTR1
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,FLWNLAAA1000                                      ,,,,4/20/2015,450,MM,,,,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,12,EA,FLWNLAAA1000                                      ,,,,4/20/2015,500,MM,,,,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,4,EA,FLWNLAAA1000                                      ,,,,4/20/2015,600,MM,,,,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO02AA1000                                      ,,,,4/20/2015,900,MM,750,MM,,,"FLANGE REDUCING SLIP-ON CL. 150, SERIES A RF A105",,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,80,MM,50,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,100,MM,80,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,150,MM,100,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,200,MM,150,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,250,MM,200,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,300,MM,200,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,300,MM,250,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,350,MM,250,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,FRSO0AAA1000                                      ,,,,4/20/2015,600,MM,450,MM,,,FLANGE REDUCING SLIP-ON CL. 150 RF A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEA00AA0C0                                      ,,,,4/20/2015,600,MM,,,,,PIPE WLD SCH.10 A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPED00AA0C0                                      ,,,,4/20/2015,350,MM,,,,,PIPE WLD SCH.40 A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEE00AA0C0                                      ,,,,4/20/2015,200,MM,,,,,PIPE WLD SCH.60 A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEK00AA0C0                                      ,,,,4/20/2015,50,MM,,,,,PIPE WLD SCH.160 A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0.4,M,PIPEL00AA0B0                                      ,,,,4/20/2015,50,MM,,,,,PIPE SMLS SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,8,M,PIPEL00AA0B0                                      ,,,,4/20/2015,80,MM,,,,,PIPE SMLS SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,26,M,PIPEL00AA0B0                                      ,,,,4/20/2015,150,MM,,,,,PIPE SMLS SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,17,M,PIPEL00AA0B0                                      ,,,,4/20/2015,250,MM,,,,,PIPE SMLS SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2630,M,PIPEL00AA0B0                                      ,,,,4/20/2015,300,MM,,,,,PIPE SMLS SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3068,M,PIPEL00AA0C0                                      ,,,,4/20/2015,50,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1912,M,PIPEL00AA0C0                                      ,,,,4/20/2015,80,MM,,,,,M PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3200,M,PIPEL00AA0C0                                      ,,,,4/20/2015,100,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2290,M,PIPEL00AA0C0                                      ,,,,4/20/2015,150,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,510,M,PIPEL00AA0C0                                      ,,,,4/20/2015,200,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,236,M,PIPEL00AA0C0                                      ,,,,4/20/2015,250,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1473,M,PIPEL00AA0C0                                      ,,,,4/20/2015,300,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,71,M,PIPEL00AA0C0                                      ,,,,4/20/2015,350,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,810,M,PIPEL00AA0C0                                      ,,,,4/20/2015,400,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,794,M,PIPEL00AA0C0                                      ,,,,4/20/2015,450,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,261,M,PIPEL00AA0C0                                      ,,,,4/20/2015,500,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,238,M,PIPEL00AA0C0                                      ,,,,4/20/2015,600,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,236,M,PIPEL00AA0C0                                      ,,,,4/20/2015,650,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,354,M,PIPEL00AA0C0                                      ,,,,4/20/2015,750,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEL00AA0C0                                      ,,,,4/20/2015,900,MM,,,,,PIPE WLD SCH.STD A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3276,M,PIPEL00AW0C0                                      ,,,,4/20/2015,50,MM,,,,,PIPE WLD SCH.STD A53-GR.B GALV.,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,57,M,PIPEL00AW0C0                                      ,,,,4/20/2015,80,MM,,,,,PIPE WLD SCH.STD A53-GR.B GALV.,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1138,M,PIPEL00AW0C0                                      ,,,,4/20/2015,100,MM,,,,,PIPE WLD SCH.STD A53-GR.B GALV.,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,476,M,PIPEL00AW0C0                                      ,,,,4/20/2015,150,MM,,,,,PIPE WLD SCH.STD A53-GR.B GALV.,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,80,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,100,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,150,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,250,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,300,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,600,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,M,PIPEM00AA0C0                                      ,,,,4/20/2015,750,MM,,,,,PIPE WLD SCH.XS A53-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,276,M,PIPEM00AB0B0                                      ,,,,4/20/2015,20,MM,,,,,PIPE SMLS SCH.XS A106-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2657,M,PIPEM00AB0B0                                      ,,,,4/20/2015,25,MM,,,,,PIPE SMLS SCH.XS A106-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,38,M,PIPEM00AB0B0                                      ,,,,4/20/2015,40,MM,,,,,PIPE SMLS SCH.XS A106-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,557,M,PIPEM00AX0B0                                      ,,,,4/20/2015,25,MM,,,,,PIPE SMLS SCH.XS A106-GR.B GALV.,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,29,EA,PLHT000A1000                                      ,,,,4/20/2015,25,MM,,,,,PLUG HEX. HEAD THRD A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,4,EA,PLHT000A1000                                      ,,,,4/20/2015,40,MM,,,,,PLUG HEX. HEAD THRD A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,PLHT000A7000                                      ,,,,4/20/2015,25,MM,,,,,PLUG HEX. HEAD THRD A105 GALV,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,PNPTM00AB0S0                                      ,,,,4/20/2015,25,MM,,,,,PIPE NIPPLE POE / TOE L = 75 MM SCH.XS A106-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,4,EA,PNPTM00AB0S0                                      ,,,,4/20/2015,40,MM,,,,,PIPE NIPPLE POE / TOE L = 75 MM SCH.XS A106-GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,PNTTM00AX0S0                                      ,,,,4/20/2015,20,MM,,,,,PIPE NIPPLE TBE L = 75 MM SCH.XS A106-GR.B GALV.,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,RECBEM0AB0B0                                      ,,,,4/20/2015,200,MM,100,MM,,,REDUCER CONC. BW SMLS SCH.60 X SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,RECBEM0AB0B0                                      ,,,,4/20/2015,200,MM,150,MM,,,REDUCER CONC. BW SMLS SCH.60 X SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,RECBLL0AB0B0                                      ,,,,4/20/2015,80,MM,50,MM,,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,RECBLL0AB0B0                                      ,,,,4/20/2015,100,MM,50,MM,,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,RECBLL0AB0B0                                      ,,,,4/20/2015,100,MM,80,MM,,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,7,EA,RECBLL0AB0B0                                      ,,,,4/20/2015,150,MM,100,MM,,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,RECBLL0AB0B0                                      ,,,,4/20/2015,350,MM,250,MM,,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,RECBLL0AB0C0                                      ,,,,4/20/2015,450,MM,250,MM,,,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,RECBLL0AB0C0                                      ,,,,4/20/2015,500,MM,400,MM,,,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,RECBME0AB0B0                                      ,,,,4/20/2015,250,MM,200,MM,,,REDUCER CONC. BW SMLS SCH.XS X SCH.60 A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,RECBMK0AB0B0                                      ,,,,4/20/2015,100,MM,50,MM,,,REDUCER CONC. BW SMLS SCH.XS X SCH.160 A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,RECBMM0AB0B0                                      ,,,,4/20/2015,100,MM,80,MM,,,REDUCER CONC. BW SMLS SCH.XS X SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,RECBMM0AB0B0                                      ,,,,4/20/2015,250,MM,150,MM,,,REDUCER CONC. BW SMLS SCH.XS X SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,11,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,80,MM,50,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,8,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,100,MM,50,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,4,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,100,MM,80,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,150,MM,80,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,8,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,150,MM,100,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,200,MM,100,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,200,MM,150,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,300,MM,150,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,400,MM,200,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,400,MM,250,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,6,EA,REEBLL0AB0B0                                      ,,,,4/20/2015,400,MM,300,MM,,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,REEBLL0AB0C0                                      ,,,,4/20/2015,500,MM,400,MM,,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,REEBLL0AB0C0                                      ,,,,4/20/2015,600,MM,400,MM,,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,REEBLL0AB0C0                                      ,,,,4/20/2015,600,MM,450,MM,,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,REEBLL0AB0C0                                      ,,,,4/20/2015,650,MM,600,MM,,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,REEBLL0AB0C0                                      ,,,,4/20/2015,750,MM,600,MM,,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,SCBPLM0B10B0                                      ,,,,4/20/2015,50,MM,25,MM,,,SWAGE NIPPLE CONC. BLE / PSE SMLS SCH.STD X SCH.XS A106 GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,SCBTLM0AB0B0                                      ,,,,4/20/2015,50,MM,25,MM,,,SWAGE NIPPLE CONC. BLE / TSE SMLS SCH.STD X SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,SCPPMM0B1000                                      ,,,,4/20/2015,25,MM,20,MM,,,SWAGE NIPPLE CONC. PBE SCH.XS X SCH.XS A106 GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,13,EA,SCPPMM0B10B0                                      ,,,,4/20/2015,25,MM,20,MM,,,SWAGE NIPPLE CONC. PBE SMLS SCH.XS X SCH.XS A106 GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,10,EA,SEBPLM0B10B0                                      ,,,,4/20/2015,50,MM,25,MM,,,SWAGE NIPPLE ECC. BLE / PSE SMLS SCH.STD X SCH.XS A106 GR.B,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,SEBTLM0AB0B0                                      ,,,,4/20/2015,50,MM,25,MM,,,SWAGE NIPPLE ECC. BLE / TSE SMLS SCH.STD X SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,9,EA,SPAC0AAAC000                                      ,,,,4/20/2015,400,MM,,,,,SPACER RING CL. 150 RF A516-GR.70,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,SPAC0AAAC000                                      ,,,,4/20/2015,500,MM,,,,,SPACER RING CL. 150 RF A516-GR.70,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,SPBL0AAAC000                                      ,,,,4/20/2015,150,MM,,,,,SPECTACLE BLIND CL. 150 RF A516-GR.70,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,SPBL0AAAC000                                      ,,,,4/20/2015,250,MM,,,,,SPECTACLE BLIND CL. 150 RF A516-GR.70,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBA00AB0C0                                      ,,,,4/20/2015,600,MM,,,,,TEE EQUAL BW WLD SCH.10 A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBE00AB0B0                                      ,,,,4/20/2015,200,MM,,,,,TEE EQUAL BW SMLS SCH.60 A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBK00AB0B0                                      ,,,,4/20/2015,50,MM,,,,,TEE EQUAL BW SMLS SCH.160 A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,30,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,50,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,7,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,80,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,12,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,100,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,10,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,150,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,2,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,200,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,300,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,12,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,400,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBL00AB0B0                                      ,,,,4/20/2015,450,MM,,,,,TEE EQUAL BW SMLS SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,80,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,150,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,300,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,350,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,450,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,500,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,1,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,750,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBL00AB0C0                                      ,,,,4/20/2015,900,MM,,,,,TEE EQUAL BW WLD SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBM00AB0B0                                      ,,,,4/20/2015,100,MM,,,,,TEE EQUAL BW SMLS SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBM00AB0B0                                      ,,,,4/20/2015,150,MM,,,,,TEE EQUAL BW SMLS SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBM00AB0B0                                      ,,,,4/20/2015,250,MM,,,,,TEE EQUAL BW SMLS SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TEEBM00AB0B0                                      ,,,,4/20/2015,750,MM,,,,,TEE EQUAL BW SMLS SCH.XS A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,298,EA,TEES0H0A1000                                      ,,,,4/20/2015,25,MM,,,,,TEE EQUAL SW CL. 3000 A105,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,0,EA,TERBAL0AB0C0                                      ,,,,4/20/2015,450,MM,250,MM,,,TEE REDUCING BW WLD SCH.10 X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,3,EA,TERBLL0AB0B0                                      ,,,,4/20/2015,80,MM,50,MM,,,TEE REDUCING BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,4,EA,TERBLL0AB0B0                                      ,,,,4/20/2015,100,MM,80,MM,,,TEE REDUCING BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,6,EA,TERBLL0AB0B0                                      ,,,,4/20/2015,150,MM,80,MM,,,TEE REDUCING BW SMLS SCH.STD X SCH.STD A234-WPB,,,
NL006945,P,SITE,BULK-REQ,,KB064-L21000,KB064-L21000,,9,EA,TERBLL0AB0B0                                      ,,,,4/20/2015,150,MM,100,MM,,,TEE REDUCING BW SMLS SCH.STD X SCH.STD A234-WPB,,,
