SOURCETYPE,DISIPLINE,MASTER REF,UNIT,AREA,ISO,ITR,IDENTCODE,GROUP,PART,TAGNUMBER,SIZE1,SIZE2,SIZE3,SIZE4,SHORT DESC,DESCRIPTION,QTY,UNIT,
ISO,P,SITE,09MA,PP5120P22,209MA0506DFL21,TAG WO MS, ,PJ,EL,BROS0H0A1000-150,150,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,2,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0506DFL21,TAG WO MS, ,PF,FP,FLBL0AAA1000-20,20,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0506DFL21,TAG WO MS, ,PF,FP,FLSW0AAA1000-25,25,, , ,FLSW0AAA1000,FLANGE SW CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0506DFL21,TAG WO MS, ,PF,FP,FLBL0AAA1000-25,25,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0201SLP09,TAG WO MS, ,PF,FP,FLWNLAAA1000-600,600,, , ,FLWNLAAA1000,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0204SLP13,TAG WO MS, ,PF,FP,FLBL0AAA1000-150,150,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0202SLP02,TAG WO MS, ,PJ,EL,E90BL00AB0C0-450,450,, , ,E90BL00AB0C0,ELBOW 90 DEG. LR BW WLD SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0202SLP03,TAG WO MS, ,PF,FP,FLSW0AAA1000-20,20,, , ,FLSW0AAA1000,FLANGE SW CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PJ,EL,E90BL00AB0C0-450,450,, , ,E90BL00AB0C0,ELBOW 90 DEG. LR BW WLD SCH.STD A234-WPB,3,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0202SLP03,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PJ,EL,BROS0H0A1000-450,450,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PJ,EL,RECBLL0AB0C0-450,450,, , ,RECBLL0AB0C0,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PV,VG,RGAYXA-25,25,, , ,RGAYXA,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP07,TAG WO MS, ,PJ,EL,BROS0H0A1000-250,250,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,2,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP07,TAG WO MS, ,PF,FP,FLSW0AAA1000-20,20,, , ,FLSW0AAA1000,FLANGE SW CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP07,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0202SLP08,TAG WO MS, ,PP,PS,PIPEL00AA0C0-250,250,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,0.4,M,
ISO,P,SITE,09MA,PP5120P26,209MA0202SLP09,TAG WO MS, ,PJ,EL,E45BL00AB0C0-450,450,, , ,E45BL00AB0C0,ELBOW 45 DEG. LR BW WLD SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0202SLP09,TAG WO MS, ,PJ,EL,E90BL00AB0C0-450,450,, , ,E90BL00AB0C0,ELBOW 90 DEG. LR BW WLD SCH.STD A234-WPB,4,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0204SLP01,TAG WO MS, ,PJ,EL,BROS0H0A1000-150,150,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0204SLP02,TAG WO MS, ,PP,PS,PIPEL00AA0C0-150,150,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,47,M,
ISO,P,SITE,09MA,PP5120P24,209MA0204SLP06,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0204SLP08,TAG WO MS, ,PJ,EL,CAPBL00AB0B0-100,100,, , ,CAPBL00AB0B0,CAP BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0204SLP08,TAG WO MS, ,PV,VG,RGAYXA-25,25,, , ,RGAYXA,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP05,TAG WO MS, ,PJ,EL,PNPPM00AB050-25,25,, , ,PNPPM00AB050,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP06,TAG WO MS, ,PJ,EL,BROBLL0A1000-600,600,, , ,BROBLL0A1000,BRANCH OUTLET BW SCH.STD X SCH.STD A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP07,TAG WO MS, ,PQ,AA,RPADLL0AA000-600,600,, , ,RPADLL0AA000,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP07,TAG WO MS, ,PJ,EL,BROS0H0A1000-300,300,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP07,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP08,TAG WO MS, ,PQ,AA,RPADLL0AA000-600,600,, , ,RPADLL0AA000,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0314SCL03,TAG WO MS, ,PJ,EL,PNPPM00AB050-20,20,, , ,PNPPM00AB050,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0314SCL05,TAG WO MS, ,PJ,EL,E90BL00AB0B0-80,80,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,6,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0314SCL05,TAG WO MS, ,PJ,EL,BROS0H0A1000-80,80,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,2,EA,
ISO,P,SITE,09MA,PP5120P36,209MA1301CWS35,TAG WO MS, ,PJ,EL,BROS0H0A1000-300,300,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P36,209MA1301CWS36,TAG WO MS, ,PJ,EL,E90S0H0A1000-40,40,, , ,E90S0H0A1000,ELBOW 90 DEG. SW CL. 3000 A105,2,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0707IAS01,TAG WO MS, ,PJ,EL,E90BP00DB0C0-100,100,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,4,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0734IAS01,TAG WO MS, ,PJ,EL,E90BP00DB0C0-50,50,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0502OFL01,TAG WO MS, ,PP,PS,PIPEL00AA0C0-100,100,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,27.4,M,
ISO,P,SITE,09MA,PP5120P24,209MA0722PAS01,TAG WO MS, ,PL,LM,STBT000Y2000,,, , ,STBT000Y2000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  GALVANISED,8,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0732PAS01,TAG WO MS, ,PP,PS,PIPEM00AX0B0-25,25,, , ,PIPEM00AX0B0,PIPE SMLS SCH.XS A106-GR.B GALV.,2.6,M,
ISO,P,SITE,09MA,PP5120P21,209MA0039RAF01,TAG WO MS, ,PJ,EL,E90BQ00D60C0-80,80,, , ,E90BQ00D60C0,ELBOW 90 DEG. LR BW WLD SCH.40S A403-WP904L,2,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0304SCL04,TAG WO MS, ,PJ,EL,COUS0H0A1000-25,25,, , ,COUS0H0A1000,COUPLING SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0304SCL04,TAG WO MS, ,PV,VG,RGAYXA-25,25,, , ,RGAYXA,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0304SCL04,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P20,209MA1301CWS23,TAG WO MS, ,PJ,EL,PLHT000A1000-40,40,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0007ASC07,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,46.4,M,
ISO,P,SITE,09MA,PP5120P20,209MA0012ASC04,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,36,M,
ISO,P,SITE,09MA,PP5120P21,209MA0007ASC10,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,51,M,
ISO,P,SITE,09MA,PP5120P20,209MA0007ASC17,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,41.6,M,
ISO,P,SITE,09MA,PP5120P19,209MA0007ASC21,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,33.2,M,
ISO,P,SITE,09MA,PP5120P27,209MA0007ASC03,TAG WO MS, ,PJ,EL,E90BQ00D20B0-200,200,, , ,E90BQ00D20B0,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,2,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0007ASC04,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,46.6,M,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD52,TAG WO MS, ,PJ,EL,TERBPP0DA0C0-150-80,150,80, , ,TERBPP0DA0C0,TEE REDUCING BW WLD SCH.10S X SCH.10S A403-WP304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD89,TAG WO MS, ,PJ,EL,E90BP00DA0C0-150,150,, , ,E90BP00DA0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304,6,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP05,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP06,TAG WO MS, ,PF,FP,FLBL0AAA1000-20,20,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD54,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-20,20,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP06,TAG WO MS, ,PJ,EL,CAPBL00AB0B0-50,50,, , ,CAPBL00AB0B0,CAP BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP07,TAG WO MS, ,PJ,EL,E90BL00AB0B0-50,50,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,4,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP08,TAG WO MS, ,PV,VG,RGAYXA-25,25,, , ,RGAYXA,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP09,TAG WO MS, ,PF,FP,FLBL0AAA1000-20,20,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0602WPD18,TAG WO MS, ,PF,FP,FLSW0AADA000-25,25,, , ,FLSW0AADA000,FLANGE SW CL. 150 RF A182-F304,2,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0602WPD18,TAG WO MS, ,PL,LM,STBT000Y1000,,, , ,STBT000Y1000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  PTFE COATED,12,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP11,TAG WO MS, ,PJ,EL,PNPPM00AB050-25,25,, , ,PNPPM00AB050,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP12,TAG WO MS, ,PV,VG,RGAYXA-25,25,, , ,RGAYXA,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD62,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,39.7,M,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP13,TAG WO MS, ,PJ,EL,BROS0H0A1000-50,50,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP13,TAG WO MS, ,PF,FP,FLSW0AAA1000-20,20,, , ,FLSW0AAA1000,FLANGE SW CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP13,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP13,TAG WO MS, ,PJ,EL,E90BL00AB0B0-50,50,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP14,TAG WO MS, ,PF,FP,FLBL0AAA1000-50,50,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD21,TAG WO MS, ,PV,VG,RGAZXT-25,25,, , ,RGAZXT,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0602WPD65,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,64.1,M,
ISO,P,SITE,09MA,PP5120P22,209MA0602WPD65,TAG WO MS, ,PJ,EL,BROS0H0DA000-150,150,, , ,BROS0H0DA000,BRANCH OUTLET SW CL. 3000 A182-F304,2,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0215SLP01,TAG WO MS, ,PP,PS,PIPEM00AB0B0-25,25,, , ,PIPEM00AB0B0,PIPE SMLS SCH.XS A106-GR.B,3.2,M,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP14,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P20,209MA0602WPD26,TAG WO MS, ,PJ,EL,E90BP00DA0C0-150,150,, , ,E90BP00DA0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304,6,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0602WPD70,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-20,20,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P18,209MA0607WPD01,TAG WO MS, ,PP,PS,PIPEP00DA0C0-80,80,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,6.1,M,
ISO,P,SITE,09MA,PP5120P27,209MA0312WDW04,TAG WO MS, ,PF,FP,FLBL0AADB000-20,20,, , ,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA0602WPD32,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,33.5,M,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD74,TAG WO MS, ,PJ,EL,PNPPQ00DA050-25,25,, , ,PNPPQ00DA050,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD74,TAG WO MS, ,PJ,EL,E90BP00DA0C0-150,150,, , ,E90BP00DA0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304,6,EA,
ISO,P,SITE,09MA,PP5120P18,209MA0602WPD36,TAG WO MS, ,PJ,EL,E90BP00DA0C0-150,150,, , ,E90BP00DA0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304,2,EA,
ISO,P,SITE,09MA,PP5120P18,209MA0602WPD37,TAG WO MS, ,PJ,EL,TEEBP00DA0C0-150-150,150,150, , ,TEEBP00DA0C0,TEE EQUAL BW WLD SCH.10S A403-WP304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD76,TAG WO MS, ,PJ,EL,PNPPQ00DA050-25,25,, , ,PNPPQ00DA050,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0611WPD01,TAG WO MS, ,PF,FP,FLBL0AADA000-20,20,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0611WPD01,TAG WO MS, ,PF,FP,FLWNPAADA000-80,80,, , ,FLWNPAADA000,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0312WDW09,TAG WO MS, ,PL,LM,STBT000Y1000,,, , ,STBT000Y1000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  PTFE COATED,8,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0312WDW09,TAG WO MS, ,PF,FP,FLBL0AADB000-20,20,, , ,FLBL0AADB000,FLANGE BLIND CL. 150 RF A182-F304L,2,EA,
ISO,P,SITE,09MA,PP5120P18,209MA0602WPD37,TAG WO MS, ,PF,FP,FLSW0AADA000-20,20,, , ,FLSW0AADA000,FLANGE SW CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0312WDW11,TAG WO MS, ,PJ,EL,PNPPQ00DB0S0-20,20,, , ,PNPPQ00DB0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304L,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0312WDW11,TAG WO MS, ,PG,GP,GKSW0A0ZB000,,, , ,GKSW0A0ZB000,GASKET SPIRAL WOUND CL. 150 SS  GRAPHITE FILLER,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA0602WPD40,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,39,M,
ISO,P,SITE,09MA,PP5120P19,209MA0602WPD42,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-20,20,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0602WPD82,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-20,20,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD01,TAG WO MS, ,PF,FP,FLWNPAADA000-150,150,, , ,FLWNPAADA000,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304,1,EA,
