SOURCETYPE,DISIPLINE,MASTER REF,UNIT,AREA,ISO,ITR,IDENTCODE,GROUP,PART,TAGNUMBER,SIZE1,SIZE2,SIZE3,SIZE4,SHORT DESC,DESCRIPTION,QTY,UNIT,
ISO,P,SITE,09MA,PP5120P23,209MA0509NAG01,TAG WO MS, ,PJ,EL,TEEBL00AB0B0-400-400,400,400, , ,TEEBL00AB0B0,TEE EQUAL BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0201SLP09,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,2,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0201SLP10,TAG WO MS, ,PV,VG,AGARXL-80,80,, , ,AGARXL,VALVE GATE FP FLGD CL. 150 RF CS BODY,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0204SLP12,TAG WO MS, ,PJ,EL,REEBLL0AB0B0-150,150,, , ,REEBLL0AB0B0,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0204SLP13,TAG WO MS, ,PJ,EL,E90BL00AB0B0-150,150,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0209SLP01,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0212SLP01,TAG WO MS, ,PJ,EL,E90BL00AB0B0-50,50,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0202SLP02,TAG WO MS, ,PJ,EL,BROS0H0A1000-250,250,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,2,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0202SLP03,TAG WO MS, ,PF,FP,FLBL0AAA1000-20,20,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP04,TAG WO MS, ,PP,PS,PIPEL00AA0C0-450,450,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,33.3,M,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP07,TAG WO MS, ,PP,PS,PIPEL00AA0C0-450,450,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,49.2,M,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP07,TAG WO MS, ,PP,PS,PIPEL00AA0C0-250,250,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,0.4,M,
ISO,P,SITE,09MA,PP5120P27,209MA0202SLP07,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0202SLP08,TAG WO MS, ,PJ,EL,BROS0H0A1000-250,250,, , ,BROS0H0A1000,BRANCH OUTLET SW CL. 3000 A105,2,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0202SLP09,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0202SLP10,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0204SLP02,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0204SLP02,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0204SLP02,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP05,TAG WO MS, ,PF,FP,FLBL0AAA1000-20,20,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP07,TAG WO MS, ,PJ,EL,E45BL00AB0C0-600,600,, , ,E45BL00AB0C0,ELBOW 45 DEG. LR BW WLD SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP07,TAG WO MS, ,PJ,EL,PNPPM00AB0S0-20,20,, , ,PNPPM00AB0S0,PIPE NIPPLE PBE L = 75 MM SCH.XS A106-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0201SLP08,TAG WO MS, ,PP,PS,PIPEL00AA0C0-600,600,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,28.3,M,
ISO,P,SITE,09MA,PP5120P18,209MA1301CWS34,TAG WO MS, ,PJ,EL,E90BL00AB0B0-300,300,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0707IAS02,TAG WO MS, ,PP,PS,PIPEQ00DB0C0-25,25,, , ,PIPEQ00DB0C0,PIPE WLD SCH.40S A312-TP304L,12.2,M,
ISO,P,SITE,09MA,PP5120P34,209MA0711IAS01,TAG WO MS, ,PJ,EL,E90BP00DB0C0-80,80,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,4,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0711IAS01,TAG WO MS, ,PJ,EL,BROS0H0DB000-80,80,, , ,BROS0H0DB000,BRANCH OUTLET SW CL. 3000 A182-F304L,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0508NAG01,TAG WO MS, ,PF,FP,FLWNLAAA1000-150,150,, , ,FLWNLAAA1000,FLANGE WELDING NECK CL. 150 RF SCH.STD A105,3,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0510NAG10,TAG WO MS, ,PF,FP,FLBL0AAA1000-200,200,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0510NAG11,TAG WO MS, ,PJ,EL,PLHT000A1000-25,25,, , ,PLHT000A1000,PLUG HEX. HEAD THRD A105,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0510NAG11,TAG WO MS, ,PV,VG,RBAYFA-25,25,, , ,RBAYFA,BALL VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0502OFL01,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0721PAS01,TAG WO MS, ,PP,PS,PIPEL00AW0C0-150,150,, , ,PIPEL00AW0C0,PIPE WLD SCH.STD A53-GR.B GALV.,35.5,M,
ISO,P,SITE,09MA,PP5120P35,209MA0721PAS01,TAG WO MS, ,PJ,EL,BROT0H0A1000-150,150,, , ,BROT0H0A1000,BRANCH OUTLET THRD CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0721PAS01,TAG WO MS, ,PF,FP,FLBL0AAA7000-150,150,, , ,FLBL0AAA7000,FLANGE BLIND CL. 150 RF A105 GALV,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0722PAS01,TAG WO MS, ,PJ,EL,E90BL00AB0B0-80,80,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0725PAS01,TAG WO MS, ,PV,VG,AGARFB-100,100,, , ,AGARFB,GATE VALVES ,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0101RAF01,TAG WO MS, ,PF,FP,FLBL0AAD5000-100,100,, , ,FLBL0AAD5000,FLANGE BLIND CL. 150 RF A182-F904L,1,EA,
ISO,P,SITE,09MA,PP5120P20,209MA1301CWS23,TAG WO MS, ,PP,PS,PIPEL00AA0B0-300,300,, , ,PIPEL00AA0B0,PIPE SMLS SCH.STD A53-GR.B,61.6,M,
ISO,P,SITE,09MA,PP5120P19,209MA0013ASC02,TAG WO MS, ,PJ,EL,E45BQ00D20B0-200,200,, , ,E45BQ00D20B0,ELBOW 45 DEG. LR BW SMLS SCH.40S A403-WP316/316L,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0008ASC10,TAG WO MS, ,PJ,EL,E90BQ00D20B0-150,150,, , ,E90BQ00D20B0,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,4,EA,
ISO,P,SITE,09MA,PP5120P19,209MA0012ASC02,TAG WO MS, ,PJ,EL,E90BQ00D20B0-200,200,, , ,E90BQ00D20B0,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,2,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD51,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,33,M,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD52,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,35.7,M,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD89,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-20,20,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP04,TAG WO MS, ,PP,PS,PIPEL00AA0C0-50,50,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,28.3,M,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP05,TAG WO MS, ,PJ,EL,PNPPM00AB050-25,25,, , ,PNPPM00AB050,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD54,TAG WO MS, ,PF,FP,FLSW0AADA000-20,20,, , ,FLSW0AADA000,FLANGE SW CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD55,TAG WO MS, ,PJ,EL,TERBPP0DA0C0-150-80,150,80, , ,TERBPP0DA0C0,TEE REDUCING BW WLD SCH.10S X SCH.10S A403-WP304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD90,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,36,M,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD91,TAG WO MS, ,PF,FP,FLBL0AADA000-25,25,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD91,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-20,20,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP07,TAG WO MS, ,PF,FP,FLSW0AAA1000-20,20,, , ,FLSW0AAA1000,FLANGE SW CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP07,TAG WO MS, ,PF,FP,FLBL0AAA1000-20,20,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD15,TAG WO MS, ,PJ,EL,PNPPQ00DA050-25,25,, , ,PNPPQ00DA050,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD15,TAG WO MS, ,PL,LM,STBT000Y1000,,, , ,STBT000Y1000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  PTFE COATED,8,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD15,TAG WO MS, ,PJ,EL,PNPPQ00DA050-20,20,, , ,PNPPQ00DA050,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP08,TAG WO MS, ,PJ,EL,TEEBL00AB0B0-50-50,50,50, , ,TEEBL00AB0B0,TEE EQUAL BW SMLS SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP09,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD16,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,42,M,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD60,TAG WO MS, ,PF,FP,FLSW0AADA000-20,20,, , ,FLSW0AADA000,FLANGE SW CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0602WPD60,TAG WO MS, ,PF,FP,FLBL0AADA000-20,20,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P35,209MA0603WPD01,TAG WO MS, ,PF,FP,FLWNPAADA000-80,80,, , ,FLWNPAADA000,FLANGE WELDING NECK CL. 150 RF SCH.10S A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP11,TAG WO MS, ,PJ,EL,E90BL00AB0B0-50,50,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,6,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP12,TAG WO MS, ,PJ,EL,CAPBL00AB0B0-50,50,, , ,CAPBL00AB0B0,CAP BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0602WPD18,TAG WO MS, ,PF,FP,FLBL0AADA000-20,20,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0602WPD63,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,36.5,M,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP13,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0212SLP14,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD21,TAG WO MS, ,PJ,EL,BROS0H0DA000-150,150,, , ,BROS0H0DA000,BRANCH OUTLET SW CL. 3000 A182-F304,2,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD21,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-25,25,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0213SLP01,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0213SLP01,TAG WO MS, ,PL,LM,STBT000YA000,,, , ,STBT000YA000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H,4,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0215SLP01,TAG WO MS, ,PJ,EL,E90S0H0A1000-25,25,, , ,E90S0H0A1000,ELBOW 90 DEG. SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P54,209MA0215SLP01,TAG WO MS, ,PJ,EL,TERS0H0A1000-25-20,25,20, , ,TERS0H0A1000,TEE REDUCING SW CL. 3000 A105,1,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0602WPD23,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,36,M,
ISO,P,SITE,09MA,PP5120P22,209MA0602WPD67,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,12.2,M,
ISO,P,SITE,09MA,PP5120P20,209MA0602WPD26,TAG WO MS, ,PF,FP,FLSW0AADA000-25,25,, , ,FLSW0AADA000,FLANGE SW CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0602WPD70,TAG WO MS, ,PF,FP,FLBL0AADA000-25,25,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P36,209MA0607WPD02,TAG WO MS, ,PL,LM,STBT000Y1000,,, , ,STBT000Y1000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  PTFE COATED,4,EA,
ISO,P,SITE,09MA,PP5120P27,209MA0312WDW03,TAG WO MS, ,PG,GP,GKSW0A0ZB000,,, , ,GKSW0A0ZB000,GASKET SPIRAL WOUND CL. 150 SS  GRAPHITE FILLER,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA0602WPD32,TAG WO MS, ,PJ,EL,E45BP00DA0C0-150,150,, , ,E45BP00DA0C0,ELBOW 45 DEG. LR BW WLD SCH.10S A403-WP304,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD75,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,42.5,M,
ISO,P,SITE,09MA,PP5120P19,209MA0602WPD34,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,36,M,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD76,TAG WO MS, ,PL,LM,STBT000Y1000,,, , ,STBT000Y1000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  PTFE COATED,8,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD76,TAG WO MS, ,PF,FP,FLBL0AADA000-20,20,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P34,209MA0611WPD02,TAG WO MS, ,PP,PS,PIPEQ00DA0B0-25,25,, , ,PIPEQ00DA0B0,PIPE SMLS SCH.40S A312-TP304,9.1,M,
ISO,P,SITE,09MA,PP5120P26,209MA0312WDW09,TAG WO MS, ,PJ,EL,BROS0H0DB000-50,50,, , ,BROS0H0DB000,BRANCH OUTLET SW CL. 3000 A182-F304L,2,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0312WDW09,TAG WO MS, ,PJ,EL,E90BP00DB0C0-50,50,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,6,EA,
ISO,P,SITE,09MA,PP5120P26,209MA0312WDW10,TAG WO MS, ,PP,PS,PIPEP00DB0C0-50,50,, , ,PIPEP00DB0C0,PIPE WLD SCH.10S A312-TP304L,36.9,M,
ISO,P,SITE,09MA,PP5120P24,209MA0602WPD78,TAG WO MS, ,PJ,EL,BROS0H0DA000-150,150,, , ,BROS0H0DA000,BRANCH OUTLET SW CL. 3000 A182-F304,2,EA,
ISO,P,SITE,09MA,PP5120P21,209MA0312WDW11,TAG WO MS, ,PJ,EL,E90BP00DB0C0-50,50,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,3,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0602WPD80,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,38.5,M,
ISO,P,SITE,09MA,PP5120P25,209MA0602WPD82,TAG WO MS, ,PJ,EL,PNPPQ00DA0S0-25,25,, , ,PNPPQ00DA0S0,PIPE NIPPLE PBE L = 75 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA0602WPD43,TAG WO MS, ,PP,PS,PIPEP00DA0C0-150,150,, , ,PIPEP00DA0C0,PIPE WLD SCH.10S A312-TP304,33,M,
ISO,P,SITE,09MA,PP5120P20,209MA0602WPD49,TAG WO MS, ,PF,FP,FLBL0AADA000-25,25,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0212SLP03,TAG WO MS, ,PG,GP,GKFR0A0Z3000,,, , ,GKFR0A0Z3000,GASKET FLAT RING CL. 150 CNAF,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0602WPD05,TAG WO MS, ,PJ,EL,PNPPQ00DA050-25,25,, , ,PNPPQ00DA050,PIPE NIPPLE PBE L = 175 MM SCH.40S A312-TP304,1,EA,
ISO,P,SITE,09MA,PP5120P20,209MA0602WPD49,TAG WO MS, ,PF,FP,FLBL0AADA000-20,20,, , ,FLBL0AADA000,FLANGE BLIND CL. 150 RF A182-F304,1,EA,
ISO,P,SITE,09MA,PP5120P27,209MA1101CSS07,TAG WO MS, ,PJ,EL,E90BL00AB0B0-150,150,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,2,EA,
ISO,P,SITE,09MA,PP5120P24,209MA0729PAS13,TAG WO MS, ,PP,PS,PIPEL00AW0C0-100,100,, , ,PIPEL00AW0C0,PIPE WLD SCH.STD A53-GR.B GALV.,47.9,M,
ISO,P,SITE,09MA,PP5120P19,209MA0907IAS23,TAG WO MS, ,PJ,EL,TEEBP00DB0C0-50-50,50,50, , ,TEEBP00DB0C0,TEE EQUAL BW WLD SCH.10S A403-WP304L,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0729PAS15,TAG WO MS, ,PJ,EL,TEEBL00AB0B0-50-50,50,50, , ,TEEBL00AB0B0,TEE EQUAL BW SMLS SCH.STD A234-WPB,1,EA,
ISO,P,SITE,09MA,PP5120P25,209MA0729PAS16,TAG WO MS, ,PP,PS,PIPEL00AW0C0-50,50,, , ,PIPEL00AW0C0,PIPE WLD SCH.STD A53-GR.B GALV.,36,M,
ISO,P,SITE,09MA,PP5120P23,209MA0801WDW05,TAG WO MS, ,PJ,EL,E90BP00DB0C0-300,300,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,5,EA,
ISO,P,SITE,09MA,PP5120P22,209MA1306CWR27,TAG WO MS, ,PP,PS,PIPEL00AA0B0-300,300,, , ,PIPEL00AA0B0,PIPE SMLS SCH.STD A53-GR.B,58.1,M,
ISO,P,SITE,09MA,PP5120P23,209MA0801WDW06,TAG WO MS, ,PJ,EL,TERBPP0DB0C0-300-200,300,200, , ,TERBPP0DB0C0,TEE REDUCING BW WLD SCH.10S X SCH.10S A403-WP304L,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA1103CSS03,TAG WO MS, ,PP,PS,PIPEL00AA0C0-80,80,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,33,M,
ISO,P,SITE,09MA,PP5120P24,209MA1103CSS04,TAG WO MS, ,PG,GP,GKFR0A0Z8000,,, , ,GKFR0A0Z8000,GASKET FLAT RING CL. 150 MICROCELLULAR PTFE  GARLOCK GYLON STYLE 3540,3,EA,
ISO,P,SITE,09MA,PP5120P22,209MA1306CWR29,TAG WO MS, ,PV,VG,RBAYXA-40,40,, , ,RBAYXA,BALL VALVE REDUCED BORE SOCKET WELD / THREADED CL. 800 CS BODY,1,EA,
ISO,P,SITE,09MA,PP5120P24,209MA1103CSS04,TAG WO MS, ,PF,FP,FLBL0AAA1000-25,25,, , ,FLBL0AAA1000,FLANGE BLIND CL. 150 RF A105,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0801WDW10,TAG WO MS, ,PJ,EL,E90BP00DB0C0-200,200,, , ,E90BP00DB0C0,ELBOW 90 DEG. LR BW WLD SCH.10S A403-WP304L,6,EA,
ISO,P,SITE,09MA,PP5120P19,209MA1407ASC01,TAG WO MS, ,PP,PS,PIPEQ00D10B0-200,200,, , ,PIPEQ00D10B0,PIPE SMLS SCH.40S A312-TP316/316L,8.3,M,
ISO,P,SITE,09MA,PP5120P19,209MA1407ASC01,TAG WO MS, ,PJ,EL,E90BQ00D20B0-200,200,, , ,E90BQ00D20B0,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA1408ASC01,TAG WO MS, ,PJ,EL,BROBQQ0D3000-200,200,, , ,BROBQQ0D3000,BRANCH OUTLET BW SCH.40S X SCH.40S A182-F316/316L,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA1409ASC01,TAG WO MS, ,PJ,EL,E90BQ00D20B0-200,200,, , ,E90BQ00D20B0,ELBOW 90 DEG. LR BW SMLS SCH.40S A403-WP316/316L,1,EA,
ISO,P,SITE,09MA,PP5120P19,209MA1409ASC01,TAG WO MS, ,PL,LM,STBT000Y1000,,, , ,STBT000Y1000,STUDBOLT WITH 2 NUTS A193-B7 / A194-2H  PTFE COATED,4,EA,
ISO,P,SITE,09MA,PP5120P19,209MA1409ASC01,TAG WO MS, ,PF,FP,FLBL0AAD3000-20,20,, , ,FLBL0AAD3000,FLANGE BLIND CL. 150 RF A182-F316/316L,1,EA,
ISO,P,SITE,09MA,PP5120P22,209MA0005ASC22,TAG WO MS, ,PF,FP,FLBL0AAD3000-25,25,, , ,FLBL0AAD3000,FLANGE BLIND CL. 150 RF A182-F316/316L,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA1306CWR35,TAG WO MS, ,PP,PS,PIPEL00AA0C0-650,650,, , ,PIPEL00AA0C0,PIPE WLD SCH.STD A53-GR.B,27.6,M,
ISO,P,SITE,09MA,PP5120P36,209MA1306CWR36,TAG WO MS, ,PP,PS,PIPEM00AB0B0-40,40,, , ,PIPEM00AB0B0,PIPE SMLS SCH.XS A106-GR.B,7.6,M,
ISO,P,SITE,09MA,PP5120P23,209MA1301CWS01,TAG WO MS, ,PF,FP,FLWNM2AA1000-650,650,, , ,FLWNM2AA1000,FLANGE WELDING NECK CL. 150  SERIES A RF SCH.XS A105,1,EA,
ISO,P,SITE,09MA,PP5120P23,209MA0832WDW04,TAG WO MS, ,PP,PS,PIPEP00DB0C0-400,400,, , ,PIPEP00DB0C0,PIPE WLD SCH.10S A312-TP304L,49.3,M,
ISO,P,SITE,09MA,PP5120P20,209MA0912PAS16,TAG WO MS, ,PP,PS,PIPEL00AW0C0-50,50,, , ,PIPEL00AW0C0,PIPE WLD SCH.STD A53-GR.B GALV.,4,M,
ISO,P,SITE,09MA,PP5120P20,209MA0912PAS16,TAG WO MS, ,PJ,EL,E90BL00AB0B0-50,50,, , ,E90BL00AB0B0,ELBOW 90 DEG. LR BW SMLS SCH.STD A234-WPB,1,EA,
