PROJECT,DESCIPLINE,MASTER_REF,SOURCE_TYPE,UNIT_NO,AREA,ISODRAWINGS,PIPINGCLASS,TOT_QTY,QTY_UOM,COMMODITYCODE,COMPLETE_FLAG,ISO_REV,DRAWING_TYPE,REVISION_DATE,GCP_NOM_DIAM,SIZE1_UOM,RCP_NOM_DIAM,SIZE2_UOM,SPEC_OVERRIDE,WORKSITE,DESCRIPTION
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-452,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-454,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-456,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-458,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-460,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-462,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-464,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-466,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-468,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-470,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-472,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-474,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-476,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-478,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-480,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-484,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-486,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-488,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-490,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-492,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20850,KB064-L20850,VARIOUS,1,EA,27GMH-SP-B-494,1,C01,D,2/25/2015,25,MM,,,0,,FLOAT STEAM TRAP; FLANGED; RF;CL150; BODY: A105; BONNET: A 105; SS316 SCREEN; 40MESH;WITH INBUILT IN
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,2,EA,271K0-SP-C-012,1,C01,D,3/19/2015,100,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 15M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,2,EA,271K0-SP-C-013,1,C01,D,3/19/2015,25,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 15M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,4,EA,272D0-SP-C-006,1,C01,D,3/19/2015,100,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 15M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,4,EA,272D0-SP-C-007,1,C01,D,3/19/2015,40,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 6M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,4,EA,272D0-SP-C-008,1,C01,D,3/19/2015,25,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 6M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,2,EA,272U0-SP-C-007,1,C01,D,3/19/2015,100,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 15M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,2,EA,272U0-SP-C-008,1,C01,D,3/19/2015,40,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 6M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20870,KB064-L20870,VARIOUS,2,EA,272U0-SP-C-009,1,C01,D,3/19/2015,25,MM,,,0,,FLEXIBLE METALLIC HOSE WITH HOSE REEL;BOTH ENDS FLANGED;LENGTH 6M
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20880,KB064-L20880,VARIOUS,1,EA,209FA-SP-D-012,1,C01,D,2/17/2015,200,MM,,,0,,FLAME ARRESTOR; SCH. STD; FLANGED END; RF; CL150; HOUSING: CS; WEATHER HOOD: CS; SS316 INTERNAL ELEM
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20880,KB064-L20880,VARIOUS,1,EA,209FA-SP-D-013,1,C01,D,2/17/2015,200,MM,,,0,,FLAME ARRESTOR; SCH. STD; FLANGED END; RF; CL150; HOUSING: CS; WEATHER HOOD: CS; SS316 INTERNAL ELEM
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209FA-SP-B-001,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209FA-SP-B-002,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209FE-SP-B-001,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209WF-SP-B-003,1,C01,D,2/23/2015,50,MM,,,0,,SAMPLE VALVE; FLANGED FF; CL 150; BODY: SS316; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209WF-SP-B-004,1,C01,D,2/23/2015,50,MM,,,0,,SAMPLE VALVE; FLANGED FF; CL 150; BODY: SS316; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209WO-SP-B-121,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS304L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209WO-SP-B-122,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS304L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209YF-SP-B-061,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209YF-SP-B-124,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,209YF-SP-B-125,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,271K0-SP-B-008,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,271K0-SP-B-009,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: CS; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-309,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-310,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-311,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-312,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-369,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-370,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-371,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272D0-SP-B-372,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272U0-SP-B-153,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,272U0-SP-B-154,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,27GMG-SP-B-122,1,C01,D,2/23/2015,25,MM,,,0,,SAMPLE VALVE; FLANGED RF; CL 150; BODY: SS316L; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20890,KB064-L20890,VARIOUS,1,EA,27GMG-SP-B-123,1,C01,D,2/23/2015,50,MM,,,0,,SAMPLE VALVE; FLANGED FF; CL 150; BODY: SS316; SEAT: TEFLON
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20910,KB064-L20910,VARIOUS,1,EA,27GMG-SP-B-003,1,C01,D,2/17/2015,350,MM,,,0,,350NB; SPARGER; SS904L; SMLS; SCH20; CL150.
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20920,KB064-L20920,VARIOUS,1,EA,209AB-SP-B-061,1,C01,D,2/20/2015,25,MM,,,0,,FLOAT TYPE LIQUID DRAINER; FLANGED; CL150; RF; BODY: CS; SCREEN SS316; MESH 40
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20920,KB064-L20920,VARIOUS,1,EA,209AB-SP-B-062,1,C01,D,2/20/2015,25,MM,,,0,,FLOAT TYPE LIQUID DRAINER; FLANGED; CL150; RF; BODY: CS; SCREEN SS316; MESH 40
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20920,KB064-L20920,VARIOUS,1,EA,209AB-SP-B-063,1,C01,D,2/20/2015,25,MM,,,0,,FLOAT TYPE LIQUID DRAINER; FLANGED; CL150; RF; BODY: CS; SCREEN SS316; MESH 40
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20950,KB064-L20950,VARIOUS,1,EA,271HO-SP-D-010,1,C01,D,2/23/2015,250,MM,,,0,,FLANGED TOP HAT; CL150; FLANGED; RF; BODY: CS; PIPE: PIPE; SCH STD; ERW; ASTM A53 GR B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20950,KB064-L20950,VARIOUS,1,EA,271HO-SP-D-070,1,C01,D,2/23/2015,250,MM,,,0,,FLANGED TOP HAT; CL150; FLANGED; RF; BODY: CS; PIPE: PIPE; SCH STD; ERW; ASTM A53 GR B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20950,KB064-L20950,VARIOUS,1,EA,271HO-SP-D-130,1,C01,D,2/23/2015,250,MM,,,0,,FLANGED TOP HAT; CL150; FLANGED; RF; BODY: CS; PIPE: PIPE; SCH STD; ERW; ASTM A53 GR B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20950,KB064-L20950,VARIOUS,1,EA,271HO-SP-D-190,1,C01,D,2/23/2015,250,MM,,,0,,FLANGED TOP HAT; CL150; FLANGED; RF; BODY: CS; PIPE: PIPE; SCH STD; ERW; ASTM A53 GR B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WH-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WH-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WL-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WL-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WL-S/S-A003,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WL-S/S-A004,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A003,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A004,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A005,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A006,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WM-S/S-A007,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WO-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209WO-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,209YF-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,2,EA,271H0-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,2,EA,271H0-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,2,EA,271H0-S/S-A003,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,2,EA,271H0-S/S-A004,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271H0-S/S-A005,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271H0-S/S-A006,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271H0-S/S-A007,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271H0-S/S-A008,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271H0-S/S-A009,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A003,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A004,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A005,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A006,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,271K0-S/S-A007,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,272D0-S/S-A001,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,272D0-S/S-A002,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
NL694500,P,SITE,BULK-REQ,ALL,KB064-L20990,KB064-L20990,VARIOUS,1,EA,272D0-S/S-A003,1,C01,D,2/27/2015,40,MM,,,0,,COMBINATION SAFETY SHOWER AND EYE WASH UNIT; BODY- SS316L; SW END; COLD INSULATED
