PROJECT,DESCIPLINE,MASTER_REF,SOURCE_TYPE,UNIT_NO,AREA,ISODRAWINGS,PIPINGCLASS,TOT_QTY,QTY_UOM,COMMODITYCODE,COMPLETE_FLAG,ISO_REV,DRAWING_TYPE,REVISION_DATE,GCP_NOM_DIAM,SIZE1_UOM,RCP_NOM_DIAM,SIZE2_UOM,SPEC_OVERRIDE,WORKSITE,DESCRIPTION
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,23,EA,FLWNAACA3000,1,C01,D,5/7/2015,400,MM,,,0,,FLANGE WELDING NECK CL. 150 FF SCH.10 6MM NATURAL RUBBER LINED; A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,6,EA,FLWNL2AA1000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,FLWNL2AA1000,1,C01,D,5/7/2015,80,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,FLWNL2AA1000,1,C01,D,5/7/2015,100,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,FLWNL2AA1000,1,C01,D,5/7/2015,150,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,FLWNL2AA1000,1,C01,D,5/7/2015,300,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,FLWNL2AA1000,1,C01,D,5/7/2015,350,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,FLWNL2AA1000,1,C01,D,5/7/2015,450,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,28,EA,FLWNL2AA1000,1,C01,D,5/7/2015,650,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,85,EA,FLWNL2AA1000,1,C01,D,5/7/2015,700,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,699,EA,FLWNLAAA1000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,FLWNLAAA1000,1,C01,D,5/7/2015,65,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,129,EA,FLWNLAAA1000,1,C01,D,5/7/2015,80,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,322,EA,FLWNLAAA1000,1,C01,D,5/7/2015,100,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,FLWNLAAA1000,1,C01,D,5/7/2015,125,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,185,EA,FLWNLAAA1000,1,C01,D,5/7/2015,150,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,46,EA,FLWNLAAA1000,1,C01,D,5/7/2015,200,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,33,EA,FLWNLAAA1000,1,C01,D,5/7/2015,250,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,16,EA,FLWNLAAA1000,1,C01,D,5/7/2015,300,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,36,EA,FLWNLAAA1000,1,C01,D,5/7/2015,350,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,FLWNLAAA1000,1,C01,D,5/7/2015,450,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,23,EA,FLWNLAAA1000,1,C01,D,5/7/2015,500,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,13,EA,FLWNLAAA1000,1,C01,D,5/7/2015,600,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.STD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,9,EA,FLWNM2AA1000,1,C01,D,5/7/2015,650,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.XS A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,12,EA,FLWNM2AA1000,1,C01,D,5/7/2015,700,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.XS A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,15,EA,FLWNM2AA1000,1,C01,D,5/7/2015,900,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.XS A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,34,EA,FLWNM2AA1000,1,C01,D,5/7/2015,1050,MM,,,0,,FLANGE WELDING NECK CL. 150; SERIES A RF SCH.XS A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,5,EA,FLWNMAAA1000,1,C01,D,5/7/2015,50,MM,,,0,,FLANGE WELDING NECK CL. 150 RF SCH.XS A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,138,M,PIPE400AA0C0,1,C01,D,5/7/2015,1200,MM,,,0,,PIPE WLD 14.27 MM A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,24,M,PIPEL00AA0B0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE SMLS SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,36,M,PIPEL00AA0B0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE SMLS SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,48,M,PIPEL00AA0B0,1,C01,D,5/7/2015,100,MM,,,0,,PIPE SMLS SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,198,M,PIPEL00AA0B0,1,C01,D,5/7/2015,150,MM,,,0,,PIPE SMLS SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,354,M,PIPEL00AA0B0,1,C01,D,5/7/2015,200,MM,,,0,,PIPE SMLS SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,444,M,PIPEL00AA0B0,1,C01,D,5/7/2015,250,MM,,,0,,PIPE SMLS SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1632,M,PIPEL00AA0C0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,300,M,PIPEL00AA0C0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,192,M,PIPEL00AA0C0,1,C01,D,5/7/2015,100,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,324,M,PIPEL00AA0C0,1,C01,D,5/7/2015,150,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,156,M,PIPEL00AA0C0,1,C01,D,5/7/2015,200,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,150,M,PIPEL00AA0C0,1,C01,D,5/7/2015,250,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,360,M,PIPEL00AA0C0,1,C01,D,5/7/2015,300,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,204,M,PIPEL00AA0C0,1,C01,D,5/7/2015,350,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,606,M,PIPEL00AA0C0,1,C01,D,5/7/2015,400,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,42,M,PIPEL00AA0C0,1,C01,D,5/7/2015,500,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,282,M,PIPEL00AA0C0,1,C01,D,5/7/2015,600,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,192,M,PIPEL00AA0C0,1,C01,D,5/7/2015,650,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,366,M,PIPEL00AA0C0,1,C01,D,5/7/2015,700,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,48,M,PIPEL00AA0C0,1,C01,D,5/7/2015,800,MM,,,0,,PIPE WLD SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,18,M,PIPEL00AB0B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.STD A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1026,M,PIPEL00AW0C0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE WLD SCH.STD A53-GR.B GALV.
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,942,M,PIPEL00AW0C0,1,C01,D,5/7/2015,80,MM,,,0,,PIPE WLD SCH.STD A53-GR.B GALV.
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,174,M,PIPEL00AW0C0,1,C01,D,5/7/2015,150,MM,,,0,,PIPE WLD SCH.STD A53-GR.B GALV.
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,84,M,PIPEL00AW0C0,1,C01,D,5/7/2015,200,MM,,,0,,PIPE WLD SCH.STD A53-GR.B GALV.
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,48,M,PIPEM00AA0C0,1,C01,D,5/7/2015,900,MM,,,0,,PIPE WLD SCH.XS A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,120,M,PIPEM00AA0C0,1,C01,D,5/7/2015,1050,MM,,,0,,PIPE WLD SCH.XS A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,522,M,PIPEM00AB0B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,78,M,PIPEM00AB0B0,1,C01,D,5/7/2015,40,MM,,,0,,PIPE SMLS SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,12,M,PIPEM00AB0B0,1,C01,D,5/7/2015,50,MM,,,0,,PIPE SMLS SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1488,M,PIPEM00AX0B0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE SMLS SCH.XS A106-GR.B GALV.
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,24,M,PIPPA00A20C0,1,C01,D,5/7/2015,400,MM,,,0,,PIPE PLAIN END WLD SCH.10 6MM NATURAL RUBBER LINED; A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,62,EA,PLHT000A1000,1,C01,D,5/7/2015,20,MM,,,0,,PLUG HEX. HEAD THRD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,61,EA,PLHT000A1000,1,C01,D,5/7/2015,25,MM,,,0,,PLUG HEX. HEAD THRD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,20,EA,PLHT000A1000,1,C01,D,5/7/2015,40,MM,,,0,,PLUG HEX. HEAD THRD A105
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,PLHT000A7000,1,C01,D,5/7/2015,20,MM,,,0,,PLUG HEX. HEAD THRD A105 GALV
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,PLHT000A7000,1,C01,D,5/7/2015,25,MM,,,0,,PLUG HEX. HEAD THRD A105 GALV
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,38,EA,PNPPM00AB050,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,39,EA,PNPPM00AB050,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,PNPPM00AB050,1,C01,D,5/7/2015,40,MM,,,0,,PIPE NIPPLE PBE L = 175 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,98,EA,PNPPM00AB0S0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,54,EA,PNPPM00AB0S0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,21,EA,PNPPM00AB0S0,1,C01,D,5/7/2015,40,MM,,,0,,PIPE NIPPLE PBE L = 75 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,4,EA,PNPTM00AB0S0,1,C01,D,5/7/2015,20,MM,,,0,,PIPE NIPPLE POE / TOE L = 75 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,26,EA,PNPTM00AB0S0,1,C01,D,5/7/2015,25,MM,,,0,,PIPE NIPPLE POE / TOE L = 75 MM SCH.XS A106-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECB4M0AB0C0,1,C01,D,5/7/2015,1200,MM,1050,MM,0,,REDUCER CONC. BW WLD 14.27 MM X SCH.XS A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBAA0B20B0,1,C01,D,5/7/2015,400,MM,350,MM,0,,REDUCER CONC. BW SMLS SCH.10 X SCH.10 6MM NATURAL RUBBER LINED; A234 WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,15,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,80,MM,50,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,14,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,100,MM,50,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,100,MM,80,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,150,MM,65,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,150,MM,100,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,400,MM,250,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,4,EA,RECBLL0AB0B0,1,C01,D,5/7/2015,400,MM,350,MM,0,,REDUCER CONC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBLL0AB0C0,1,C01,D,5/7/2015,500,MM,350,MM,0,,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBLL0AB0C0,1,C01,D,5/7/2015,500,MM,400,MM,0,,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBLL0AB0C0,1,C01,D,5/7/2015,700,MM,500,MM,0,,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBLL0AB0C0,1,C01,D,5/7/2015,800,MM,700,MM,0,,REDUCER CONC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RECBMM0AB0C0,1,C01,D,5/7/2015,1050,MM,850,MM,0,,REDUCER CONC. BW WLD SCH.XS X SCH.XS A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEB4M0AB0C0,1,C01,D,5/7/2015,1200,MM,1050,MM,0,,REDUCER ECC. BW WLD 14.27 MM X SCH.XS A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,80,MM,50,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,100,MM,80,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,150,MM,100,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,150,MM,125,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,12,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,200,MM,150,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,250,MM,200,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,300,MM,250,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,4,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,350,MM,300,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,400,MM,250,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLL0AB0B0,1,C01,D,5/7/2015,400,MM,350,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,450,MM,200,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,500,MM,350,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,500,MM,400,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,500,MM,450,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,650,MM,500,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,4,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,650,MM,600,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,5,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,700,MM,500,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,750,MM,600,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,800,MM,600,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBLL0AB0C0,1,C01,D,5/7/2015,800,MM,700,MM,0,,REDUCER ECC. BW WLD SCH.STD X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBLM0AB0B0,1,C01,D,5/7/2015,100,MM,50,MM,0,,REDUCER ECC. BW SMLS SCH.STD X SCH.XS A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,4,EA,REEBML0AB0C0,1,C01,D,5/7/2015,850,MM,600,MM,0,,REDUCER ECC. BW WLD SCH.XS X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,2,EA,REEBML0AB0C0,1,C01,D,5/7/2015,900,MM,800,MM,0,,REDUCER ECC. BW WLD SCH.XS X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,REEBML0AB0C0,1,C01,D,5/7/2015,1050,MM,800,MM,0,,REDUCER ECC. BW WLD SCH.XS X SCH.STD A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,4,EA,REEBMM0AB0C0,1,C01,D,5/7/2015,1050,MM,850,MM,0,,REDUCER ECC. BW WLD SCH.XS X SCH.XS A234-WPB
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,6,EA,RPADLL0AA000,1,C01,D,5/7/2015,450,MM,250,MM,0,,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,1,EA,RPADLL0AA000,1,C01,D,5/7/2015,450,MM,300,MM,0,,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B
NL694500,P,SITE,BULK-REQ,ALL,KB064-L21000,KB064-L21001,VARIOUS,3,EA,RPADLL0AA000,1,C01,D,5/7/2015,600,MM,300,MM,0,,REINFORCED PAD SCH.STD X SCH.STD A53-GR.B
